Title,Category,Qualification
"Operations Manager, Global Partnerships",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'technical', 'quantitative', 'business', 'field', 'equivalent', 'practical', 'experience', '2', 'year', 'strategy', 'consulting', 'experience', 'ability', 'deal', 'ambiguity', 'overcome', 'complex', 'challenge', 'scale', 'effectively', 'across', 'large', 'highly', 'distributed', 'organization', 'excellent', 'verbal', 'written', 'communication', 'skill', 'ability', 'craft', 'precise', 'compelling', 'story', 'presentation', 'memo', 'format', 'effective', 'project', 'management', 'leadership', 'influencing', 'skill']"
"Curriculum Architect Manager, Scaled Engagement and Learning, Google Technical Services",Business Strategy,"['5', 'year', 'experience', 'researchbased', 'curriculum', 'development', 'role', 'utilizing', 'technology', 'computerbased', 'instruction', 'elearning', 'etc', '3', 'year', 'people', 'management', 'management', 'experience', 'experience', 'developing', 'learning', 'need', 'analysis', 'map', 'audience', 'curriculum', 'need', 'experience', 'designing', 'curriculum', 'assessment', 'shaping', 'certification', 'strategy', 'proven', 'experience', 'leading', 'design', 'effort', 'strategicflagship', 'educational', 'project', 'ability', 'analyze', 'evaluate', 'plan', 'execute', 'work', 'time', 'budget', 'ability', 'address', 'need', 'competing', 'priority', 'deadline', 'strong', 'team', 'leadership', 'team', 'building', 'mentoring', 'writtenverbal', 'communication', 'skill']"
"Strategy and Business Analyst, Go-to-Market, Google Marketing Solutions",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'business', 'quantitative', 'field', 'equivalent', 'practical', 'experience', '3', 'year', 'experience', 'management', 'consulting', 'investment', 'banking', 'private', 'equity', 'corporate', 'strategy', 'equivalent', 'project', 'management', 'experience', 'technologymedia', 'company', 'mbachelor', 'art', 'master', 'degree', 'phd', 'management', 'technical', 'engineering', 'field', '6', 'year', 'relevant', 'work', 'experience', 'project', 'management', 'role', 'management', 'consulting', 'firm', 'investment', 'bank', 'equivalent', 'experience', 'corporate', 'role', 'focused', 'strategic', 'advisory', 'example', 'inhouse', 'corporate', 'strategy', 'corporate', 'development', 'role', 'experience', 'partnering', 'data', 'science', 'team', 'develop', 'predictive', 'model', 'manage', 'large', 'data', 'set', 'experience', 'working', 'highgrowth', 'technology', 'client', 'ability', 'manage', 'ambitious', 'strategic', 'operationally', 'complex', 'project', 'crossfunctional', 'team', 'effective', 'business', 'judgment', 'along', 'natural', 'inclination', 'formulate', 'hypothesis', 'design', 'test', 'use', 'problemsolving', 'technique', 'evaluate', 'solution']"
Lead Data Scientist,Business Strategy,"['phd', 'degree', 'statistic', 'econometrics', 'related', 'field', 'equivalent', 'practical', 'experience', 'experience', 'statistic', 'working', 'statistical', 'package', 'r', 'sa', 'stata', 'matlab', 'etc', 'working', 'datasets', 'sql', 'experience', 'measurement', 'statistic', 'program', 'evaluation', 'relevant', 'phd', 'research', 'work', 'experience', 'demonstrated', 'familiarity', 'classical', 'bayesian', 'inference', 'familiarity', 'experimental', 'design', 'principle', 'ability', 'draw', 'conclusion', 'data', 'recommend', 'action', 'demonstrated', 'interest', 'aptitude', 'data', 'metric', 'analysis', 'trend', 'demonstrated', 'willingness', 'teach', 'others', 'learn', 'new', 'technique', 'excellent', 'problemsolving', 'capability', 'critical', 'thinking', 'skill']"
"Product Analyst, Data Science",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '3', 'year', 'experience', 'working', 'statistical', 'package', 'eg', 'r', 'sa', 'stata', 'matlab', 'etc', 'experience', 'articulating', 'product', 'question', 'pulling', 'data', 'datasets', 'sql', 'using', 'statistic', 'arrive', 'answer', 'bachelor', 'art', 'science', 'master', 'degree', 'emphasis', 'coursework', 'quantitative', 'nature', 'eg', 'statistic', 'computer', 'science', 'engineering', 'mathematics', 'data', 'science', 'experience', 'scripting', 'sql', 'extracting', 'large', 'set', 'data', 'design', 'etl', 'flow', 'work', 'experience', 'interdisciplinarycrossfunctional', 'field', 'deep', 'interest', 'aptitude', 'data', 'metric', 'analysis', 'trend', 'applied', 'knowledge', 'measurement', 'statistic', 'program', 'evaluation', 'distinctive', 'problem', 'solving', 'skill', 'impeccable', 'business', 'judgment', 'capable', 'translating', 'analysis', 'result', 'business', 'recommendation', 'strong', 'written', 'verbal', 'communication', 'skill']"
"Business Operations Lead, Google Play",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'management', 'consulting', 'investment', 'banking', 'corporate', 'strategy', 'equivalent', 'experience', 'technologymedia', 'company', 'proficiency', 'sql', 'dremel', 'familiarity', 'dashboard', 'tool', 'duplos', 'dasnav', 'tableau', 'ability', 'pay', 'attention', 'detail', 'handling', 'multiple', 'simultaneous', 'project', 'strong', 'business', 'acumen', 'ability', 'navigate', 'influence', 'personality', 'within', 'complex', 'business', 'environment', 'effective', 'problemsolving', 'project', 'management', 'skill', 'expertise', 'implementing', 'strategic', 'operational', 'initiative', 'excellent', 'communication', 'facilitation', 'skill']"
"Consumer Operations Product Support Manager, (Multiple Products)",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '6', 'year', 'relevant', 'experience', 'mbachelor', 'art', 'advanced', 'degree', '5', 'year', 'experience', 'internet', 'product', 'technology', 'experience', 'providing', 'excellent', 'communication', 'crossfunctionally', 'level', 'stakeholder', 'ability', 'work', 'well', 'fast', 'paced', 'crossfunctional', 'team', 'environment', 'ability', 'work', 'independently', 'project', 'deliverable', 'fastpaced', 'ambiguous', 'environment', 'proven', 'success', 'project', 'management', 'execution', 'multitasking']"
"Business Intern, Veteran",Business Strategy,"['enrolled', 'full', 'time', 'bachelor', 'master', 'program', 'graduating', 'february', '2019', 'able', 'complete', '6', 'month', 'internship', 'google', 'seoul', 'office', 'ability', 'speak', 'write', 'english', 'korean', 'fluently', 'idiomatically', 'eligibility', 'vocation', 'support', 'candidate', 'certificate', 'issued', 'korean', 'ministry', 'patriot', 'veteran', 'affair', 'demonstrated', 'interest', 'internet', 'google', 'technology', 'business', 'excellent', 'project', 'management', 'interpersonal', 'organizational', 'skill', 'ability', 'drive', 'implement', 'idea', 'challenging', 'environment', 'demonstrated', 'ability', 'selfstarter', 'independent', 'thinker', 'effective', 'analytical', 'skill', 'ability', 'take', 'highly', 'strategic', 'challenging', 'business', 'problem']"
"Product Analytics Lead, Data Science",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '8', 'year', 'relevant', 'experience', 'analytical', 'function', 'experience', 'working', 'statistical', 'package', 'eg', 'r', 'sa', 'stata', 'matlab', 'etc', 'experience', 'articulating', 'product', 'question', 'pulling', 'data', 'datasets', 'sql', 'using', 'statistic', 'arrive', 'answer', 'bachelor', 'art', 'science', 'master', 'degree', 'emphasis', 'coursework', 'quantitative', 'nature', 'eg', 'statistic', 'computer', 'science', 'engineering', 'mathematics', 'data', 'science', 'experience', 'scripting', 'sql', 'extracting', 'large', 'set', 'data', 'design', 'etl', 'flow', 'work', 'experience', 'interdisciplinarycrossfunctional', 'field', 'deep', 'interest', 'aptitude', 'data', 'metric', 'analysis', 'trend', 'applied', 'knowledge', 'measurement', 'statistic', 'program', 'evaluation', 'distinctive', 'problem', 'solving', 'skill', 'impeccable', 'business', 'judgment', 'capable', 'translating', 'analysis', 'result', 'business', 'recommendation', 'strong', 'written', 'verbal', 'communication', 'skill']"
"Business Strategy Lead, Phones Business",Business Strategy,"['master', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'within', 'mobile', 'hardware', 'ecosystem', 'experience', 'one', 'following', 'discipline', 'strategy', 'operation', 'business', 'planning', 'execution', 'hightech', 'cemobiletelecoms', 'industry', 'ability', 'lead', 'handle', 'multiple', 'timesensitive', 'project', 'creative', 'result', 'driven', 'ability', 'zoom', 'strategy', 'execution', 'business', 'minded', 'collaborative', 'outstanding', 'analytical', 'skill', 'strong', 'understanding', 'statistical', 'modeling', 'technique', 'superb', 'communication', 'skill', 'ability', 'comfortably', 'interact', 'partner', 'google', 'executive', 'management']"
"Head of Business Development, Strategic Partnerships, Google Cloud",Business Strategy,"['bachelor', 'degree', 'equivalent', 'practical', 'experience', '7', 'year', 'relevant', 'work', 'experience', 'eg', 'agreement', 'tech', 'sale', 'finance', 'saas', 'industry', 'experience', 'mbachelor', 'art', 'm', 'advanced', 'degree', 'experience', 'saas', 'cloud', 'platform', 'telecommunication', 'infrastructure', 'business', 'experience', 'building', 'managing', 'team', 'building', 'key', 'crossfunctional', 'relationship', 'product', 'management', 'implementation', 'legal', 'finance', 'marketing', 'etc', 'strong', 'attention', 'detail', 'highly', 'entrepreneurial', 'creative', 'openminded', 'persistent', 'highly', 'collaborative', 'passion', 'understanding', 'google', 'product', 'excellent', 'interpersonal', 'communication', 'skill', 'formulate', 'articulate', 'contractual', 'technical', 'financial', 'value', 'point', 'partner', 'ability', 'travel', '20']"
"Strategy and Operations Manager, Consumer Hardware Products",Business Strategy,"['master', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'work', 'experience', 'project', 'management', 'experience', 'strong', 'product', 'knowledge', 'interest', 'keeping', 'latest', 'relevant', 'technology', 'understanding', 'statistical', 'modeling', 'technique', 'ability', 'lead', 'handle', 'multiple', 'timesensitive', 'project', 'excellent', 'analytical', 'skill', 'excellent', 'communication', 'skill', 'ability', 'comfortably', 'interact', 'partner', 'executive', 'management']"
"SMB Sales Manager, International, Google Cloud",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'leading', 'team', 'focus', 'coaching', 'mentoring', 'people', 'management', 'organization', 'interpersonal', 'experience', 'experience', 'technology', 'market', 'saas', 'cloud', 'iaa', 'paas', 'market', 'dynamic', 'globally', 'ability', 'speak', 'write', 'english', 'fluently', 'idiomatically', 'mbachelor', 'art', 'experience', 'managing', 'senior', 'stakeholder', 'matrixed', 'organization', 'experience', 'working', 'scaled', 'environment', 'insidesales', 'sale', 'marketing', 'operation', 'proven', 'ability', 'deliver', 'project', 'time', 'budget', 'ability', 'effectively', 'operate', 'enthusiasm', 'flexibility', 'fastpaced', 'constantly', 'evolving', 'team', 'environment', 'ability', 'initiate', 'manage', 'multiple', 'complex', 'cross', 'functional', 'project', 'minimal', 'guidance', 'ability', 'translate', 'analysis', 'insight', 'actionable', 'business', 'plan', 'demonstrated', 'organizational', 'problem', 'solving', 'project', 'management', 'interpersonal', 'leadership', 'skill']"
Global Business Strategy Manager,Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '6', 'year', 'experience', 'management', 'consulting', 'private', 'equity', 'firm', 'equivalent', 'project', 'management', 'experience', 'line', 'role', 'technology', 'firm', 'mbachelor', 'art', 'graduate', 'degree', 'management', 'technical', 'engineering', 'field', '8', 'year', 'relevant', 'work', 'experience', 'consulting', 'software', 'internet', 'medium', 'industry', 'experience', 'leading', 'complex', 'operational', 'strategic', 'initiative', 'demonstrated', 'ability', 'present', 'executive', 'communicate', 'highly', 'technical', 'management', 'team', 'distinctive', 'problemsolving', 'analysis', 'skill', 'combined', 'impeccable', 'business', 'judgment', 'excellent', 'writtenverbal', 'communication', 'interpersonal', 'skill']"
"Project Manager (EMEA), Customer Experience, Go-to-Market",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'working', 'directly', 'customer', 'b2b', 'organization', 'customer', 'experience', 'environment', 'experience', 'working', 'quantitative', 'qualitative', 'research', 'method', 'effective', 'project', 'management', 'skill', 'ability', 'operate', 'fastpaced', 'organization', 'ability', 'map', 'customer', 'journey', 'entrepreneurial', 'passion', 'change', 'established', 'way', 'thing', 'strong', 'influencing', 'interpersonal', 'networking', 'skill', 'ability', 'work', 'technical', 'business', 'stakeholder', 'across', 'multiple', 'function', 'multiple', 'level', 'well', 'peer', 'excellent', 'problemsolving', 'analytical', 'skill', 'demonstrated', 'ability', 'handle', 'complex', 'work']"
"Global Business Strategy Manager, Sales Productivity, Central Strategy and Operations",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '4', 'year', 'experience', 'management', 'consulting', 'private', 'equity', 'firm', 'equivalent', 'experience', 'line', 'role', 'technology', 'firm', 'mbachelor', 'art', 'graduate', 'degree', 'management', 'technical', 'engineering', 'field', '6', 'year', 'relevant', 'work', 'experience', 'consulting', 'software', 'internet', 'medium', 'industry', 'experience', 'leading', 'complex', 'operational', 'strategic', 'initiative', 'distinctive', 'problemsolving', 'analysis', 'skill', 'combined', 'impeccable', 'business', 'judgment', 'ability', 'present', 'executive', 'communicate', 'highly', 'technical', 'management', 'team', 'excellent', 'written', 'oral', 'communication', 'interpersonal', 'skill']"
"Partner Strategy Planning Lead, Google Cloud",Business Strategy,"['mbachelor', 'art', 'graduate', 'degree', 'management', 'technical', 'engineering', 'field', 'equivalent', 'practical', 'experience', '8', 'year', 'relevant', 'experience', 'management', 'consulting', 'corporate', 'strategy', 'experience', 'team', 'management', 'collaborating', 'crossfunctional', 'team', 'leading', 'operational', 'strategic', 'initiative', 'demonstrated', 'analytical', 'problemsolving', 'skill', 'experience', 'comfort', 'large', 'data', 'set', 'strong', 'data', 'analytics', 'skill', 'distinctive', 'problem', 'solving', 'analysis', 'skill', 'combined', 'impeccable', 'business', 'judgment', 'proven', 'ability', 'successful', 'complex', 'globally', 'scaled', 'product', 'sale', 'engineering', 'environment', 'experience', 'planning', 'managing', 'strategic', 'operational', 'level', 'organized', 'detailoriented', 'strategically', 'focused', 'knowledge', 'cloud', 'technology', 'product', 'market', 'landscape', 'distinctive', 'analytical', 'skill', 'superior', 'ability', 'present', 'executive', 'communicate', 'highly', 'technical', 'management', 'team']"
"Business Systems Analyst, PLM and CAD",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '8', 'year', 'experience', 'deploying', 'pdmplm', 'experience', 'implementation', 'windchill', 'pdmagile', 'plm', 'experience', 'key', 'contributor', 'building', 'enhancing', 'enterpriseclass', 'system', 'entire', 'lifecycle', 'analyze', 'design', 'build', 'test', 'implement', 'support', 'experience', 'supporting', 'cad', 'tool', 'integration', 'pdmplm', 'tool', 'preferable', 'cad', 'tool', 'creo', 'solidworks', 'concept', 'hdl', 'allegro', 'etc', 'mam', 'degree', 'agilecreowindchill', 'implementation', 'experience', 'mechanical', 'engineering', 'background', 'detailed', 'knowledge', 'supply', 'chain', 'process', 'system', 'background', 'related', 'supply', 'chain', 'relational', 'database', 'familiarity', 'plm', 'industry', 'best', 'practice', 'ability', 'deal', 'ambiguity', 'thrive', 'rapidly', 'changing', 'business', 'environment']"
"Lead Product Analyst, Data Science",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'quantitative', 'field', 'statistic', 'computer', 'science', 'engineering', 'mathematics', 'etc', 'equivalent', 'practical', 'experience', 'experience', 'working', 'data', 'modeling', 'reporting', 'experience', 'statistic', 'working', 'statistical', 'package', 'r', 'sa', 'stata', 'matlab', 'etc', 'working', 'datasets', 'sql', 'master', 'degree', 'quantitative', 'field', 'statistic', 'computer', 'science', 'engineering', 'mathematics', 'experience', 'coding', 'java', 'c', 'python', 'php', 'similar', 'language', 'experience', 'translating', 'analysis', 'result', 'business', 'recommendation', 'business', 'question', 'analysis', 'framework', 'knowledge', 'measurement', 'statistic', 'program', 'evaluation', 'interest', 'aptitude', 'data', 'metric', 'analysis', 'trend', 'excellent', 'problemsolving', 'capability', 'critical', 'thinking', 'skill', 'effective', 'analytical', 'communication', 'skill', 'impeccable', 'business', 'judgment']"
Network Business Analyst,Business Strategy,"['msphd', 'degree', 'analytical', 'field', 'engineering', 'statistic', 'economics', 'equivalent', 'practical', 'experience', 'experience', 'abstracting', 'data', 'definition', 'database', 'sqldremel', 'tool', 'repeatable', 'statistical', 'analysis', 'experience', 'project', 'management', 'leadership', 'analytics', 'field', 'experience', 'translating', 'complex', 'data', 'quantitative', 'analysis', 'business', 'insight', 'recommendation', 'strong', 'business', 'acumen', 'communication', 'skill', 'deliver', 'finding', 'analysis', 'excellent', 'interpersonal', 'teamwork', 'skill', 'excellent', 'written', 'verbal', 'communication', 'skill', 'ability', 'present', 'complex', 'technical', 'information', 'clear', 'concise', 'manner', 'executive', 'nontechnical', 'leader']"
"Strategy and Operations Manager, Go-To-Market, Partnerships",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '7', 'year', 'relevant', 'working', 'experience', 'experience', 'internet', 'medium', 'technology', 'industry', 'experience', 'analytical', 'strategic', 'project', 'management', 'role', 'ability', 'speak', 'write', 'english', 'chinese', 'fluently', 'idiomatically', 'mbachelor', 'art', 'master', 'degree', 'demonstrated', 'ability', 'embrace', 'change', 'taking', 'extra', 'effort', 'fastpaced', 'dynamic', 'environment', 'effective', 'creative', 'written', 'oral', 'communication', 'presentation', 'skill', 'strategic', 'mindset', 'attention', 'detail']"
"Business Analyst, Google Play Partner Promotions Strategy",Business Strategy,"['bachelor', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'consulting', 'firm', 'telecom', 'player', 'digital', 'medium', 'company', 'experience', 'data', 'analysis', 'database', 'querying', 'eg', 'sql', 'experience', 'interacting', 'seniorlevel', 'executive', 'mbachelor', 'art', 'advanced', 'graduate', 'degree', 'management', 'technical', 'engineering', 'field', 'experience', 'leading', 'complex', 'operational', 'strategic', 'initiative', 'interacting', 'business', 'lead', 'product', 'manager', 'experience', 'practical', 'business', 'modeling', 'financial', 'modeling', 'distinctive', 'problem', 'solving', 'analytical', 'skill', 'combined', 'impeccable', 'business', 'judgment', 'ability', 'present', 'executive', 'communicate', 'highly', 'technical', 'management', 'team', 'excellent', 'business', 'acumen', 'written', 'oral', 'communication', 'interpersonal', 'skill']"
"Head of Go-To-Market, Brazil",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '12', 'year', 'work', 'experience', 'managing', 'high', 'performance', 'team', 'ability', 'speak', 'write', 'english', 'fluently', 'idiomatically', 'mbachelor', 'art', 'master', 'degree', 'ability', 'pay', 'attention', 'detail', 'handling', 'multiple', 'simultaneous', 'project', 'deadline', 'pressure', 'strong', 'business', 'acumen', 'ability', 'successfully', 'navigate', 'influence', 'strong', 'personality', 'within', 'complex', 'business', 'environment', 'distinctive', 'problem', 'solving', 'analysis', 'skill', 'impeccable', 'business', 'judgment']"
"Data Scientist / Quantitative Analyst Technical Lead, Engineering",Business Strategy,"['m', 'degree', 'quantitative', 'discipline', 'eg', 'statistic', 'operation', 'research', 'bioinformatics', 'economics', 'computational', 'biology', 'computer', 'science', 'mathematics', 'physic', 'electrical', 'engineering', 'industrial', 'engineering', 'equivalent', 'practical', 'experience', '10', 'year', 'relevant', 'work', 'experience', 'data', 'analysis', 'related', 'field', 'eg', 'statistician', 'data', 'scientist', 'computational', 'biologist', 'bioinformatician', '5', 'year', 'people', 'management', 'leadership', 'experience', 'experience', 'statistical', 'software', 'eg', 'r', 'python', 'matlab', 'panda', 'database', 'language', 'eg', 'sql', 'phd', 'degree', 'quantitative', 'discipline', 'eg', 'statistic', 'operation', 'research', 'bioinformatics', 'economics', 'computational', 'biology', 'computer', 'science', 'mathematics', 'physic', 'electrical', 'engineering', 'industrial', 'engineering', '12', 'year', 'directly', 'relevant', 'tech', 'industry', 'work', 'experience', 'eg', 'statistician', 'bioinformatician', 'data', 'scientist', 'including', 'deep', 'expertise', 'experience', 'statistical', 'data', 'analysis', 'linear', 'model', 'multivariate', 'analysis', 'stochastic', 'model', 'sampling', 'method', 'analytical', 'engagement', 'outside', 'class', 'work', 'school', 'included', '8', 'year', 'demonstrated', 'leadership', 'selfdirection', 'demonstrated', 'willingness', 'teach', 'others', 'learn', 'new', 'technique', 'including', 'people', 'management', 'applied', 'experience', 'machine', 'learning', 'large', 'datasets', 'experience', 'articulating', 'business', 'question', 'using', 'mathematical', 'technique', 'arrive', 'answer', 'using', 'available', 'data', 'experience', 'translating', 'analysis', 'result', 'business', 'recommendation', 'demonstrated', 'skill', 'selecting', 'right', 'statistical', 'tool', 'given', 'data', 'analysis', 'problem', 'demonstrated', 'effective', 'written', 'verbal', 'communication', 'skill']"
"Head of Platforms and Display, Go-to-Market Strategy and Operations",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'business', 'related', 'field', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'sale', 'operation', 'consulting', 'strategiccorporate', 'planning', 'role', 'mbachelor', 'art', 'advanced', 'graduate', 'degree', 'management', 'technical', 'engineering', 'field', '7', 'year', 'experience', 'leading', 'consulting', 'firm', 'digital', 'medium', 'advertising', 'technology', 'company', 'distinctive', 'problemsolving', 'analytical', 'project', 'management', 'skill', 'including', 'experience', 'executing', 'complex', 'strategic', 'operational', 'sale', 'initiative', 'effective', 'communication', 'skill', 'ability', 'build', 'relationship', 'stakeholder', 'influence', 'personality', 'within', 'complex', 'business', 'environment']"
"Business Strategy Lead, Phone Accessories (Google Hardware)",Business Strategy,"['master', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'within', 'smartphone', 'industry', 'experience', 'one', 'following', 'discipline', 'strategy', 'operation', 'business', 'planning', 'execution', 'hightech', 'cemobiletelecoms', 'industry', 'experience', 'smartphone', 'accessory', 'ability', 'lead', 'handle', 'multiple', 'timesensitive', 'project', 'creative', 'result', 'driven', 'ability', 'zoom', 'strategy', 'execution', 'business', 'minded', 'collaborative', 'outstanding', 'analytical', 'skill', 'strong', 'understanding', 'statistical', 'modeling', 'technique', 'superb', 'communication', 'skill', 'ability', 'comfortably', 'interact', 'partner', 'google', 'executive', 'management']"
"Strategy Associate, Search and Assistant Distribution, Global Partnerships",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'technical', 'quantitativebusiness', 'field', 'equivalent', 'practical', 'experience', '5', 'year', 'relevant', 'work', 'experience', 'mbachelor', 'art', 'master', 'degree', 'phd', 'experience', 'management', 'consulting', 'firm', 'corporate', 'strategy', 'role', 'technology', 'company', 'ability', 'collaborate', 'stakeholder', 'influence', 'change', 'across', 'level', 'within', 'organization', 'ability', 'understand', 'complex', 'technical', 'product', 'concept', 'excellent', 'interpersonal', 'communication', 'skill', 'formulate', 'articulate', 'business', 'financial', 'point', 'value', 'partner', 'entrepreneurial', 'comfortable', 'ambiguity', 'selfmotivated', 'creative', 'intellectually', 'curious', 'highly', 'collaborative', 'passion', 'understanding', 'google', 'product']"
"Agency Go-to-Market and Business Analytics Manager, Spanish Speaking LatAm",Business Strategy,"['3', 'year', 'experience', 'strategy', 'operation', 'management', 'equivalent', 'line', 'role', 'medium', 'technology', 'firm', 'experience', 'sql', 'big', 'data', 'perform', 'analysis', 'leadership', 'problem', 'solving', 'analysis', 'experience', 'experience', 'communicating', 'senior', 'stakeholder', 'mbachelor', 'art', 'business', 'school', 'indepth', 'knowledge', 'mediacreative', 'agency', 'industry', 'bias', 'towards', 'action', 'detail', 'able', 'selfdirect', 'work', 'unstructured', 'environment', 'excellent', 'partnership', 'collaboration', 'skill', 'product', 'crossfunctions', 'tolerance', 'ambiguity', 'ability', 'work', 'fastchanging', 'environment', 'entrepreneurial', 'approach', 'outstanding', 'oral', 'written', 'communication', 'skill', 'able', 'move', 'detail', 'executive', 'level', 'strategy', 'develop', 'succinct', 'convincing', 'clevel', 'presentation']"
"Enterprise Customer Development Representative, Google Cloud (German)",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'ability', 'speak', 'write', 'german', 'english', 'fluently', 'idiomatically', 'experience', 'internship', 'sale', 'customer', 'support', 'account', 'management', 'business', 'analysis', 'marketing', 'consulting', 'technology', 'industry', 'technically', 'minded', 'understanding', 'technology', 'cloud', 'computing', 'market', 'passion', 'google', 'cloud', 'product', 'g', 'suite', 'google', 'cloud', 'platform', 'ability', 'effectively', 'operate', 'high', 'energy', 'flexibility', 'fastpaced', 'constantly', 'evolving', 'team', 'environment', 'ability', 'build', 'influential', 'relationship', 'deliver', 'result', 'crossfunctionalmatrixed', 'environment', 'goal', 'oriented', 'selfmotivated', 'individual', 'confident', 'thorough', 'tenacious', 'strong', 'analytical', 'skill', 'demonstrated', 'organizational', 'project', 'management', 'capability', 'strong', 'communication', 'presentation', 'skill', 'written', 'verbal']"
Strategy and Insights Associate/Manager,Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'ability', 'speak', 'write', 'english', 'fluently', 'idiomatically', 'mbachelor', 'art', 'phd', 'degree', 'experience', 'working', 'thirdparty', 'research', 'partner', 'deep', 'industry', 'experience', 'one', 'vertical', 'online', 'apps', 'ecommerce', 'entertainment', 'cpgretail', 'techtelco', 'financial', 'service', 'travel', 'hospitality', 'knowledge', 'google', 'medium', 'solution', 'search', 'display', 'video', 'apps', 'competitor', 'product', 'proficiency', 'database', 'management', 'sql', 'statistical', 'modeling', 'spss']"
"Go-To-Market Strategy Manager (EMEA), Pixel",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'building', 'strong', 'relationship', 'senior', 'stakeholder', 'influencing', 'executive', 'decision', 'demonstrated', 'project', 'management', 'experience', 'ability', 'creative', 'using', 'data', 'drive', 'business', 'decision', 'ability', 'lead', 'handle', 'multiple', 'timesensitive', 'project', 'strong', 'business', 'acumen', 'ability', 'successfully', 'navigate', 'influence', 'within', 'complex', 'matrixed', 'business', 'environment', 'strategic', 'business', 'planning', 'skill', 'excellent', 'communication', 'interpersonal', 'presentation', 'skill', 'analytical', 'detailoriented', 'skill', 'ability', 'clarify', 'summarize', 'complex', 'issue']"
"Strategy and Operations Analyst, Ad Grants",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'quantitative', 'focus', 'eg', 'economics', 'computer', 'science', 'mathematics', 'physic', 'statistic', 'accounting', 'etc', 'equivalent', 'practical', 'experience', '3', 'year', 'analytical', 'work', 'experience', 'marketing', 'sale', 'management', 'consulting', 'business', 'operation', 'environment', 'mbachelor', 'art', 'master', 'degree', 'phd', 'experience', 'working', 'statistic', 'experiment', 'design', 'familiarity', 'within', 'nonprofit', 'sector', 'demonstrated', 'ability', 'strategically', 'analyze', 'synthesize', 'data', 'actionable', 'insight', 'effective', 'spreadsheet', 'database', 'query', 'skill', 'eg', 'sql', 'etc']"
"Go-to-Market Specialist, Google Cloud",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'technical', 'engineering', 'field', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'selling', 'architecting', 'enterprise', 'software', 'scale', 'cloud', 'environment', 'saaspaas', 'experience', 'working', 'technical', 'presales', 'capacity', 'mbachelor', 'art', 'master', 'degree', 'phd', 'management', 'technical', 'engineering', 'field', 'experience', 'vending', 'amazon', 'web', 'service', 'microsoft', 'azure', 'enterprise', 'experience', 'building', 'lasting', 'relationship', 'key', 'account', 'ability', 'work', 'towards', 'strategic', 'goal', 'fastpaced', 'team', 'environment', 'background', 'sale', 'technical', 'sale', 'technical', 'product', 'marketing', 'product', 'growth', 'business', 'development', 'role', 'effective', 'communication', 'consultation', 'technical', 'skill', 'expertise', 'cloud', 'technology']"
Risk and Compliance Manager,Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '6', 'year', 'experience', 'accounting', 'management', 'consulting', 'similar', 'mbachelor', 'art', 'master', 'degree', 'phd', 'business', 'related', 'field', 'experience', 'coding', 'sql', 'appsript', 'experience', 'implementing', 'managing', 'program', 'designing', 'implementing', 'processescontrols', 'background', 'internet', 'industry', 'experience', 'engaging', 'crafting', 'communication', 'familiaritybackground', 'system', 'implementation', 'crm', 'accounting', 'process', 'workflow', 'etc', 'excellent', 'quantitative', 'editorial', 'presentation', 'skill', 'innovative', 'organized', 'thorough', 'detailoriented']"
